HeartRate,Rhythm,PRInterval,QRS,Axis,STSegment,TWave,QTc,PWave,Class
94,VF,0.12,0.13,113,-0.7,Tall,468,Enlarged/Biphasic,Critical
73,AFib,0.12,0.11,-39,-0.95,Mild Inverted,471,Enlarged/Biphasic,Critical
106,AFib,0.24,0.14,-62,0.58,Mild Inverted,489,Enlarged/Biphasic,Critical
56,AFib,0.29,0.11,118,0.96,Deep Inverted,458,Absent/Flutter,Critical
117,PACs/PVCs,0.26,0.09,55,-1.58,Deep Inverted,475,Enlarged/Biphasic,Critical
69,PACs/PVCs,0.12,0.14,-42,-1.58,Flat,478,Enlarged/Biphasic,Critical
97,Regular,0.22,0.11,99,-1.24,Normal,488,Normal,Critical
94,Regular,0.29,0.12,62,-1.03,Flat,385,Normal,Critical
65,VF,0.19,0.15,-117,0.03,Normal,417,Absent/Flutter,Critical
81,Irregular,0.11,0.09,9,-0.52,Tall,472,Absent/Flutter,Critical
71,VF,0.26,0.09,120,-0.25,Flat,459,Enlarged/Biphasic,Critical
110,PACs/PVCs,0.22,0.14,-100,0.49,Flat,477,Absent/Flutter,Critical
126,Regular,0.26,0.14,-90,-1.3,Tall,393,Enlarged/Biphasic,Critical
67,Regular,0.18,0.14,54,1.86,Flat,487,Normal,Critical
114,AFib,0.11,0.09,-70,1.29,Deep Inverted,429,Normal,Critical
64,Irregular,0.28,0.11,-53,0.06,Mild Inverted,359,Absent/Flutter,Critical
74,Regular,0.18,0.08,-36,-0.98,Flat,340,Enlarged/Biphasic,Critical
84,PACs/PVCs,0.21,0.13,-62,0.31,Deep Inverted,358,Normal,Critical
128,Regular,0.2,0.11,-37,-1.27,Normal,392,Enlarged/Biphasic,Critical
125,PACs/PVCs,0.18,0.14,-104,-0.28,Deep Inverted,344,Normal,Critical
90,AFib,0.12,0.1,-56,-1.51,Biphasic,454,Absent/Flutter,Critical
125,AFib,0.15,0.09,-90,-1.78,Biphasic,378,Enlarged/Biphasic,Critical
106,Irregular,0.23,0.12,11,-0.95,Flat,381,Normal,Risky
109,Regular,0.29,0.12,-103,-1.43,Normal,397,Enlarged/Biphasic,Critical
75,PACs/PVCs,0.26,0.12,126,1.24,Normal,462,Absent/Flutter,Critical
123,Irregular,0.15,0.12,-24,-0.91,Deep Inverted,400,Enlarged/Biphasic,Critical
51,AFib,0.17,0.14,89,0.56,Tall,389,Normal,Critical
66,AFib,0.21,0.11,-116,0.98,Tall,487,Absent/Flutter,Critical
111,Irregular,0.2,0.11,110,1.66,Biphasic,393,Enlarged/Biphasic,Critical
82,Regular,0.17,0.14,18,0.59,Deep Inverted,344,Normal,Critical
70,VF,0.12,0.13,78,1.45,Deep Inverted,418,Enlarged/Biphasic,Critical
91,VF,0.17,0.14,67,0.27,Normal,448,Normal,Risky
97,PACs/PVCs,0.11,0.13,-120,-1.26,Biphasic,363,Normal,Critical
49,AFib,0.21,0.13,114,0.54,Deep Inverted,400,Absent/Flutter,Critical
126,PACs/PVCs,0.24,0.12,-119,-0.05,Normal,498,Enlarged/Biphasic,Critical
89,Regular,0.15,0.13,50,-0.27,Tall,410,Absent/Flutter,Critical
90,AFib,0.29,0.16,121,1.16,Deep Inverted,487,Absent/Flutter,Critical
110,Irregular,0.19,0.16,27,-0.02,Tall,350,Absent/Flutter,Critical
121,Regular,0.19,0.12,36,1.63,Flat,408,Enlarged/Biphasic,Critical
123,PACs/PVCs,0.29,0.11,74,-0.2,Normal,415,Enlarged/Biphasic,Critical
46,Regular,0.12,0.1,-17,-0.16,Biphasic,352,Absent/Flutter,Critical
101,VF,0.24,0.14,-113,0.37,Flat,439,Normal,Critical
52,Irregular,0.12,0.16,3,0.83,Flat,427,Absent/Flutter,Critical
100,AFib,0.16,0.13,77,-0.19,Flat,363,Normal,Risky
52,VF,0.23,0.09,121,0.81,Deep Inverted,342,Enlarged/Biphasic,Critical
83,Irregular,0.25,0.16,149,1.91,Flat,450,Absent/Flutter,Critical
111,Regular,0.2,0.1,30,-1.47,Normal,421,Normal,Critical
99,PACs/PVCs,0.27,0.11,-109,1.27,Biphasic,398,Normal,Critical
80,Irregular,0.16,0.08,-76,1.08,Biphasic,489,Absent/Flutter,Critical
119,PACs/PVCs,0.3,0.11,-44,-1.99,Flat,374,Absent/Flutter,Critical
68,Regular,0.26,0.15,148,-0.71,Biphasic,362,Absent/Flutter,Critical
41,Irregular,0.21,0.12,-15,1.04,Tall,391,Enlarged/Biphasic,Critical
107,VF,0.13,0.13,61,1.52,Flat,482,Absent/Flutter,Critical
95,Irregular,0.29,0.11,-80,-0.59,Biphasic,352,Absent/Flutter,Critical
43,VF,0.18,0.09,121,0.34,Normal,435,Enlarged/Biphasic,Critical
94,PACs/PVCs,0.11,0.12,-59,0.6,Deep Inverted,474,Enlarged/Biphasic,Critical
52,Regular,0.14,0.09,17,-1.39,Flat,469,Enlarged/Biphasic,Critical
117,Regular,0.2,0.13,32,0.85,Deep Inverted,351,Enlarged/Biphasic,Critical
101,Irregular,0.23,0.15,75,1.09,Deep Inverted,484,Enlarged/Biphasic,Critical
77,Regular,0.2,0.12,-12,-0.03,Deep Inverted,457,Absent/Flutter,Critical
111,VF,0.16,0.13,74,-1.6,Biphasic,417,Absent/Flutter,Critical
80,PACs/PVCs,0.24,0.12,137,-1.42,Biphasic,442,Enlarged/Biphasic,Critical
102,VF,0.15,0.14,43,1.23,Mild Inverted,453,Absent/Flutter,Critical
119,Irregular,0.19,0.15,-12,1.98,Tall,413,Enlarged/Biphasic,Critical
46,Irregular,0.26,0.1,66,-0.91,Biphasic,390,Absent/Flutter,Critical
98,PACs/PVCs,0.28,0.08,135,1.19,Mild Inverted,486,Normal,Critical
66,AFib,0.27,0.12,77,0.04,Normal,367,Normal,Critical
90,Regular,0.19,0.15,-85,-1.16,Deep Inverted,345,Absent/Flutter,Critical
41,Regular,0.23,0.11,-22,-0.76,Normal,408,Absent/Flutter,Critical
129,AFib,0.27,0.14,136,-1.22,Tall,361,Absent/Flutter,Critical
90,Regular,0.22,0.13,144,1.9,Flat,352,Enlarged/Biphasic,Critical
94,VF,0.19,0.13,23,-1.06,Deep Inverted,466,Absent/Flutter,Critical
72,Irregular,0.27,0.14,76,0.48,Tall,372,Absent/Flutter,Critical
71,Regular,0.19,0.14,62,0.0,Biphasic,371,Enlarged/Biphasic,Risky
123,VF,0.23,0.1,-75,0.73,Normal,403,Absent/Flutter,Critical
103,Regular,0.17,0.09,101,0.08,Biphasic,357,Absent/Flutter,Critical
87,AFib,0.3,0.13,67,0.62,Deep Inverted,418,Normal,Critical
117,Irregular,0.19,0.12,94,-1.65,Normal,430,Normal,Critical
54,PACs/PVCs,0.25,0.1,-44,1.42,Biphasic,433,Enlarged/Biphasic,Critical
91,AFib,0.23,0.08,92,-0.34,Tall,449,Enlarged/Biphasic,Critical
120,PACs/PVCs,0.13,0.13,149,0.32,Flat,399,Enlarged/Biphasic,Critical
58,VF,0.19,0.14,81,-1.56,Deep Inverted,370,Absent/Flutter,Critical
116,Irregular,0.13,0.09,-25,0.7,Tall,494,Normal,Critical
60,VF,0.22,0.15,13,-1.61,Flat,343,Absent/Flutter,Critical
105,Regular,0.22,0.1,56,1.72,Tall,469,Absent/Flutter,Critical
42,Irregular,0.1,0.08,-82,-1.09,Tall,341,Normal,Critical
119,Regular,0.18,0.14,33,-1.1,Deep Inverted,454,Absent/Flutter,Critical
123,PACs/PVCs,0.16,0.15,0,1.8,Mild Inverted,496,Absent/Flutter,Critical
47,Regular,0.17,0.15,-113,0.34,Mild Inverted,359,Absent/Flutter,Critical
55,VF,0.16,0.1,17,-1.31,Biphasic,458,Enlarged/Biphasic,Critical
110,AFib,0.12,0.08,104,-1.36,Mild Inverted,347,Normal,Critical
61,Irregular,0.24,0.15,-67,1.7,Normal,343,Absent/Flutter,Critical
112,PACs/PVCs,0.17,0.13,108,0.3,Flat,480,Normal,Critical
65,VF,0.27,0.13,6,1.1,Tall,489,Enlarged/Biphasic,Critical
115,AFib,0.19,0.11,-97,-0.45,Deep Inverted,361,Normal,Critical
100,Irregular,0.14,0.09,-119,-1.18,Flat,461,Absent/Flutter,Critical
42,AFib,0.12,0.09,18,-0.83,Tall,474,Enlarged/Biphasic,Critical
58,AFib,0.27,0.14,-76,0.04,Normal,390,Absent/Flutter,Critical
87,AFib,0.29,0.13,8,-1.69,Tall,454,Enlarged/Biphasic,Critical
77,Regular,0.16,0.14,-77,-0.8,Tall,387,Normal,Critical
55,Irregular,0.28,0.13,-92,-0.98,Normal,397,Normal,Critical
51,Regular,0.22,0.08,57,0.07,Flat,393,Normal,Risky
65,AFib,0.17,0.09,-63,-0.85,Flat,374,Absent/Flutter,Critical
60,VF,0.22,0.1,20,1.32,Deep Inverted,388,Normal,Critical
55,Regular,0.27,0.09,-108,-1.97,Normal,359,Absent/Flutter,Critical
66,PACs/PVCs,0.19,0.12,-14,1.1,Tall,395,Normal,Critical
117,PACs/PVCs,0.27,0.12,13,-0.34,Deep Inverted,413,Absent/Flutter,Critical
82,VF,0.22,0.13,75,0.09,Flat,420,Absent/Flutter,Critical
102,Irregular,0.17,0.09,141,0.12,Deep Inverted,441,Absent/Flutter,Critical
51,PACs/PVCs,0.26,0.09,-15,1.91,Mild Inverted,487,Normal,Critical
120,Regular,0.21,0.09,-37,-1.85,Mild Inverted,373,Absent/Flutter,Critical
92,Irregular,0.15,0.14,7,0.16,Deep Inverted,346,Normal,Critical
45,Irregular,0.18,0.13,-61,-1.41,Flat,363,Absent/Flutter,Critical
77,PACs/PVCs,0.24,0.15,143,-0.16,Biphasic,378,Enlarged/Biphasic,Critical
44,AFib,0.3,0.14,-79,0.09,Flat,404,Absent/Flutter,Critical
73,AFib,0.15,0.12,94,-1.33,Biphasic,365,Absent/Flutter,Critical
72,VF,0.16,0.14,-1,-1.14,Biphasic,494,Absent/Flutter,Critical
72,Regular,0.18,0.1,86,-0.77,Deep Inverted,359,Absent/Flutter,Critical
58,Irregular,0.26,0.15,-65,-0.37,Mild Inverted,376,Absent/Flutter,Critical
44,VF,0.13,0.1,9,1.34,Mild Inverted,417,Normal,Critical
50,Irregular,0.23,0.13,68,0.51,Tall,455,Absent/Flutter,Critical
113,AFib,0.22,0.09,100,1.51,Biphasic,449,Absent/Flutter,Critical
72,Regular,0.27,0.13,25,-0.61,Flat,360,Absent/Flutter,Critical
64,AFib,0.14,0.13,130,-1.7,Mild Inverted,392,Normal,Critical
56,Irregular,0.27,0.12,80,-0.86,Mild Inverted,342,Enlarged/Biphasic,Critical
47,Regular,0.11,0.11,-14,1.79,Flat,496,Normal,Critical
75,VF,0.3,0.13,95,-1.97,Deep Inverted,438,Absent/Flutter,Critical
40,AFib,0.24,0.15,66,0.98,Flat,343,Enlarged/Biphasic,Critical
83,VF,0.19,0.14,137,-0.86,Mild Inverted,412,Absent/Flutter,Critical
55,PACs/PVCs,0.29,0.11,56,0.58,Tall,499,Normal,Critical
89,Irregular,0.12,0.11,-66,0.84,Mild Inverted,383,Normal,Risky
90,AFib,0.21,0.12,76,1.12,Normal,360,Enlarged/Biphasic,Critical
65,Regular,0.21,0.15,122,0.4,Tall,409,Absent/Flutter,Critical
127,VF,0.23,0.15,18,-1.61,Mild Inverted,461,Enlarged/Biphasic,Critical
115,AFib,0.27,0.11,33,0.46,Flat,417,Normal,Critical
61,Regular,0.19,0.11,-78,0.66,Normal,489,Enlarged/Biphasic,Critical
52,PACs/PVCs,0.18,0.1,-51,-0.49,Biphasic,352,Absent/Flutter,Critical
66,VF,0.25,0.1,90,-1.55,Tall,392,Absent/Flutter,Critical
41,PACs/PVCs,0.24,0.08,0,-0.17,Deep Inverted,494,Enlarged/Biphasic,Critical
90,VF,0.23,0.12,4,1.84,Mild Inverted,365,Normal,Critical
80,Regular,0.26,0.12,-39,-1.78,Biphasic,496,Absent/Flutter,Critical
66,VF,0.29,0.09,71,-0.16,Tall,481,Enlarged/Biphasic,Critical
41,VF,0.23,0.13,111,1.91,Deep Inverted,495,Enlarged/Biphasic,Critical
63,AFib,0.14,0.12,33,-1.65,Normal,442,Normal,Critical
114,PACs/PVCs,0.12,0.12,137,1.49,Biphasic,433,Normal,Critical
93,AFib,0.28,0.11,124,-0.7,Tall,347,Enlarged/Biphasic,Critical
68,AFib,0.13,0.12,-117,-0.52,Mild Inverted,373,Absent/Flutter,Critical
122,VF,0.28,0.09,85,1.08,Flat,488,Absent/Flutter,Critical
51,VF,0.29,0.12,-62,-0.58,Flat,340,Absent/Flutter,Critical
112,AFib,0.11,0.09,-76,0.71,Flat,481,Enlarged/Biphasic,Critical
94,AFib,0.18,0.08,18,-0.98,Mild Inverted,441,Enlarged/Biphasic,Risky
61,Irregular,0.26,0.09,-107,1.81,Tall,400,Absent/Flutter,Critical
114,PACs/PVCs,0.2,0.16,148,-0.9,Tall,413,Enlarged/Biphasic,Critical
55,PACs/PVCs,0.27,0.14,-16,1.93,Normal,422,Enlarged/Biphasic,Critical
98,PACs/PVCs,0.3,0.14,12,-0.08,Tall,392,Normal,Critical
129,PACs/PVCs,0.23,0.14,-54,0.97,Mild Inverted,400,Normal,Critical
92,Irregular,0.24,0.14,-119,0.05,Biphasic,419,Normal,Critical
99,AFib,0.2,0.1,83,-0.57,Deep Inverted,417,Absent/Flutter,Critical
71,AFib,0.27,0.15,-9,1.42,Flat,440,Normal,Critical
92,PACs/PVCs,0.2,0.09,-9,0.28,Normal,389,Enlarged/Biphasic,Risky
55,VF,0.2,0.12,133,0.24,Flat,426,Absent/Flutter,Critical
97,Regular,0.19,0.1,115,-1.71,Deep Inverted,492,Normal,Critical
58,AFib,0.2,0.08,125,-0.6,Deep Inverted,384,Enlarged/Biphasic,Critical
94,Regular,0.28,0.13,-32,-1.37,Normal,498,Normal,Critical
62,VF,0.21,0.14,53,1.45,Flat,351,Enlarged/Biphasic,Critical
41,AFib,0.2,0.1,107,1.16,Tall,374,Enlarged/Biphasic,Critical
40,VF,0.23,0.15,105,0.29,Flat,376,Normal,Critical
104,VF,0.13,0.11,-47,-0.64,Tall,408,Enlarged/Biphasic,Critical
84,VF,0.29,0.15,-99,0.43,Biphasic,431,Enlarged/Biphasic,Critical
106,Regular,0.13,0.13,-54,1.26,Biphasic,383,Normal,Critical
100,VF,0.28,0.12,82,-1.18,Deep Inverted,405,Absent/Flutter,Critical
65,Regular,0.2,0.15,133,-0.06,Deep Inverted,352,Absent/Flutter,Critical
70,PACs/PVCs,0.29,0.1,19,1.59,Deep Inverted,405,Normal,Critical
76,VF,0.13,0.08,95,-1.56,Deep Inverted,348,Normal,Critical
45,VF,0.12,0.14,-16,0.61,Deep Inverted,487,Enlarged/Biphasic,Critical
74,Irregular,0.19,0.14,-48,0.1,Deep Inverted,420,Enlarged/Biphasic,Critical
80,Irregular,0.21,0.11,-11,1.64,Flat,451,Normal,Critical
82,PACs/PVCs,0.21,0.13,-115,0.28,Deep Inverted,491,Normal,Critical
125,VF,0.13,0.09,107,-1.35,Normal,466,Absent/Flutter,Critical
73,PACs/PVCs,0.27,0.15,0,-1.21,Flat,347,Absent/Flutter,Critical
93,AFib,0.14,0.12,90,0.63,Normal,366,Normal,Risky
44,AFib,0.13,0.13,133,1.74,Flat,446,Absent/Flutter,Critical
101,Regular,0.18,0.09,18,1.72,Tall,468,Enlarged/Biphasic,Critical
51,Irregular,0.16,0.14,7,-0.62,Normal,356,Normal,Critical
97,Regular,0.28,0.14,72,1.69,Mild Inverted,469,Absent/Flutter,Critical
88,Regular,0.18,0.11,110,-0.15,Tall,380,Enlarged/Biphasic,Critical
124,Regular,0.28,0.12,-74,1.19,Mild Inverted,487,Absent/Flutter,Critical
69,VF,0.28,0.16,-65,0.72,Normal,383,Enlarged/Biphasic,Critical
97,Irregular,0.16,0.12,-33,-0.69,Flat,398,Normal,Risky
102,VF,0.24,0.14,-91,-0.84,Deep Inverted,347,Enlarged/Biphasic,Critical
118,Regular,0.18,0.1,-18,-0.04,Mild Inverted,445,Normal,Critical
101,Regular,0.2,0.15,141,0.74,Flat,352,Enlarged/Biphasic,Critical
47,VF,0.19,0.11,10,-0.28,Biphasic,392,Absent/Flutter,Critical
65,VF,0.27,0.11,-95,-1.01,Biphasic,457,Absent/Flutter,Critical
76,AFib,0.22,0.12,-57,0.65,Deep Inverted,366,Normal,Critical
66,AFib,0.28,0.12,97,-0.97,Biphasic,436,Absent/Flutter,Critical
69,PACs/PVCs,0.28,0.15,115,0.52,Mild Inverted,355,Enlarged/Biphasic,Critical
52,Irregular,0.18,0.14,49,0.7,Tall,418,Absent/Flutter,Critical
118,Irregular,0.29,0.12,-118,1.0,Biphasic,386,Normal,Critical
56,PACs/PVCs,0.25,0.14,91,-0.38,Mild Inverted,421,Absent/Flutter,Critical
73,Irregular,0.21,0.11,-7,0.56,Tall,479,Absent/Flutter,Critical
129,AFib,0.29,0.1,-49,0.02,Deep Inverted,492,Enlarged/Biphasic,Critical
125,Regular,0.11,0.14,-111,-0.75,Mild Inverted,360,Absent/Flutter,Critical
76,Irregular,0.24,0.09,47,0.11,Biphasic,499,Enlarged/Biphasic,Critical
66,VF,0.29,0.11,141,-1.09,Normal,424,Enlarged/Biphasic,Critical
40,Regular,0.12,0.09,-112,-0.11,Tall,472,Enlarged/Biphasic,Critical
128,VF,0.24,0.12,89,0.35,Deep Inverted,422,Enlarged/Biphasic,Critical
88,Irregular,0.16,0.15,-53,0.2,Normal,369,Normal,Critical
111,PACs/PVCs,0.23,0.08,33,-1.24,Deep Inverted,446,Normal,Critical
58,Regular,0.25,0.08,64,-0.78,Mild Inverted,483,Absent/Flutter,Critical
87,Irregular,0.28,0.15,112,1.9,Mild Inverted,472,Enlarged/Biphasic,Critical
76,PACs/PVCs,0.25,0.09,118,0.37,Normal,437,Absent/Flutter,Critical
95,PACs/PVCs,0.16,0.11,-101,-0.92,Mild Inverted,379,Normal,Critical
106,PACs/PVCs,0.16,0.11,-117,0.74,Tall,468,Absent/Flutter,Critical
93,Irregular,0.21,0.1,-113,-0.27,Normal,448,Enlarged/Biphasic,Critical
89,PACs/PVCs,0.27,0.12,143,-0.81,Deep Inverted,361,Enlarged/Biphasic,Critical
103,Regular,0.11,0.14,-101,-0.02,Normal,345,Enlarged/Biphasic,Critical
109,PACs/PVCs,0.14,0.16,62,-1.03,Deep Inverted,393,Absent/Flutter,Critical
127,VF,0.17,0.12,-98,-1.39,Deep Inverted,458,Normal,Critical
113,PACs/PVCs,0.3,0.1,-63,1.42,Tall,447,Enlarged/Biphasic,Critical
84,VF,0.2,0.1,92,0.63,Tall,499,Enlarged/Biphasic,Critical
111,PACs/PVCs,0.23,0.08,8,1.72,Normal,358,Normal,Critical
55,VF,0.19,0.11,99,-0.78,Mild Inverted,497,Absent/Flutter,Critical
110,VF,0.17,0.13,58,1.35,Deep Inverted,447,Absent/Flutter,Critical
121,Regular,0.18,0.09,122,1.14,Normal,388,Normal,Critical
40,AFib,0.23,0.1,22,-1.89,Tall,387,Normal,Critical
69,Irregular,0.18,0.15,1,1.91,Biphasic,492,Enlarged/Biphasic,Critical
52,AFib,0.14,0.1,94,-0.18,Deep Inverted,491,Enlarged/Biphasic,Critical
109,VF,0.26,0.1,10,0.31,Normal,342,Absent/Flutter,Critical
122,Regular,0.18,0.09,-48,1.86,Biphasic,354,Absent/Flutter,Critical
126,Irregular,0.11,0.15,-106,0.63,Mild Inverted,460,Normal,Critical
117,AFib,0.13,0.11,75,-1.93,Mild Inverted,489,Normal,Critical
117,Regular,0.23,0.11,85,1.28,Mild Inverted,456,Enlarged/Biphasic,Critical
85,Irregular,0.16,0.13,-82,0.48,Deep Inverted,489,Absent/Flutter,Critical
68,AFib,0.27,0.08,79,0.83,Biphasic,364,Normal,Critical
98,Irregular,0.23,0.14,-63,1.68,Deep Inverted,372,Absent/Flutter,Critical
77,Irregular,0.28,0.16,53,1.22,Mild Inverted,417,Enlarged/Biphasic,Critical
59,Irregular,0.19,0.16,-111,-1.3,Tall,450,Normal,Critical
40,Irregular,0.3,0.13,60,1.53,Deep Inverted,415,Normal,Critical
103,AFib,0.21,0.11,133,-1.44,Biphasic,365,Normal,Critical
67,AFib,0.25,0.15,-37,0.15,Tall,413,Absent/Flutter,Critical
67,VF,0.2,0.08,10,-1.0,Mild Inverted,464,Enlarged/Biphasic,Critical
88,AFib,0.29,0.1,149,-1.91,Biphasic,448,Absent/Flutter,Critical
72,Regular,0.22,0.15,104,1.88,Normal,363,Normal,Critical
83,Irregular,0.27,0.1,34,0.79,Deep Inverted,389,Enlarged/Biphasic,Critical
61,PACs/PVCs,0.13,0.15,-80,-0.44,Normal,357,Absent/Flutter,Critical
85,AFib,0.19,0.09,17,1.48,Flat,425,Absent/Flutter,Critical
79,AFib,0.2,0.15,37,1.17,Flat,458,Absent/Flutter,Critical
51,VF,0.3,0.08,8,-1.09,Biphasic,390,Normal,Critical
97,VF,0.19,0.14,82,-1.2,Deep Inverted,380,Absent/Flutter,Critical
69,Regular,0.28,0.09,-101,-0.56,Mild Inverted,446,Absent/Flutter,Critical
107,AFib,0.14,0.08,-50,0.28,Normal,492,Enlarged/Biphasic,Critical
55,Regular,0.22,0.16,-54,-0.38,Deep Inverted,377,Absent/Flutter,Critical
104,Irregular,0.15,0.12,-47,-1.88,Flat,406,Enlarged/Biphasic,Critical
92,Irregular,0.21,0.14,-109,0.65,Deep Inverted,486,Absent/Flutter,Critical
56,Regular,0.17,0.11,130,1.75,Tall,409,Enlarged/Biphasic,Critical
84,PACs/PVCs,0.13,0.12,-107,0.61,Biphasic,474,Normal,Critical
48,PACs/PVCs,0.18,0.12,-96,1.69,Tall,443,Absent/Flutter,Critical
124,PACs/PVCs,0.24,0.14,148,1.3,Biphasic,345,Normal,Critical
78,Regular,0.16,0.15,35,-0.43,Normal,342,Enlarged/Biphasic,Critical
122,VF,0.22,0.15,-44,-1.37,Flat,475,Absent/Flutter,Critical
69,VF,0.13,0.11,133,-1.28,Deep Inverted,394,Normal,Critical
45,Irregular,0.16,0.08,-113,1.38,Tall,442,Normal,Critical
72,PACs/PVCs,0.16,0.13,-31,-0.24,Deep Inverted,386,Enlarged/Biphasic,Critical
66,VF,0.26,0.13,-50,-1.58,Mild Inverted,429,Enlarged/Biphasic,Critical
59,Irregular,0.16,0.13,95,-1.44,Normal,389,Absent/Flutter,Critical
53,Irregular,0.13,0.14,-97,-1.83,Tall,454,Enlarged/Biphasic,Critical
108,PACs/PVCs,0.15,0.1,16,-1.42,Normal,465,Normal,Critical
85,PACs/PVCs,0.21,0.15,89,-1.83,Mild Inverted,477,Absent/Flutter,Critical
75,VF,0.11,0.14,29,1.3,Deep Inverted,371,Absent/Flutter,Critical
116,Irregular,0.21,0.14,124,-0.95,Biphasic,423,Absent/Flutter,Critical
53,AFib,0.26,0.14,-33,-1.5,Flat,348,Absent/Flutter,Critical
73,PACs/PVCs,0.21,0.08,-7,1.95,Normal,367,Normal,Critical
102,Regular,0.11,0.1,-72,0.17,Biphasic,365,Enlarged/Biphasic,Critical
73,AFib,0.13,0.1,-74,-0.05,Mild Inverted,455,Absent/Flutter,Critical
46,PACs/PVCs,0.18,0.13,122,-1.29,Mild Inverted,428,Normal,Critical
59,PACs/PVCs,0.19,0.16,-81,-0.97,Biphasic,426,Normal,Critical
118,VF,0.11,0.13,-42,-1.5,Deep Inverted,412,Enlarged/Biphasic,Critical
93,VF,0.24,0.1,-66,-0.46,Mild Inverted,392,Enlarged/Biphasic,Risky
53,Irregular,0.18,0.09,120,-1.37,Tall,340,Enlarged/Biphasic,Critical
101,Irregular,0.19,0.12,-93,1.67,Normal,424,Absent/Flutter,Critical
88,VF,0.27,0.16,138,-1.89,Normal,499,Absent/Flutter,Critical
109,AFib,0.11,0.15,-7,-1.07,Normal,477,Normal,Critical
88,PACs/PVCs,0.25,0.1,78,-0.7,Tall,452,Enlarged/Biphasic,Critical
50,Irregular,0.13,0.08,27,1.27,Flat,369,Enlarged/Biphasic,Critical
103,Regular,0.29,0.14,23,1.53,Mild Inverted,417,Enlarged/Biphasic,Critical
43,Irregular,0.16,0.15,-85,-0.29,Mild Inverted,445,Normal,Critical
111,PACs/PVCs,0.26,0.1,-45,-0.09,Normal,439,Absent/Flutter,Critical
45,PACs/PVCs,0.21,0.12,29,0.08,Normal,357,Absent/Flutter,Critical
77,Irregular,0.11,0.1,-42,-1.76,Biphasic,401,Normal,Critical
72,AFib,0.2,0.13,136,1.5,Tall,385,Absent/Flutter,Critical
92,VF,0.14,0.14,-45,1.82,Flat,388,Enlarged/Biphasic,Critical
129,PACs/PVCs,0.13,0.11,65,1.31,Normal,413,Normal,Critical
95,VF,0.18,0.11,-111,-0.1,Biphasic,491,Absent/Flutter,Critical
83,Irregular,0.27,0.11,88,-1.55,Tall,478,Normal,Critical
43,Regular,0.13,0.14,-115,0.99,Deep Inverted,374,Absent/Flutter,Critical
112,Regular,0.13,0.16,92,-1.65,Tall,489,Absent/Flutter,Critical
72,Regular,0.22,0.15,-74,1.21,Deep Inverted,344,Enlarged/Biphasic,Critical
79,VF,0.17,0.13,38,-0.09,Biphasic,446,Enlarged/Biphasic,Risky
47,Regular,0.22,0.12,120,1.95,Biphasic,487,Absent/Flutter,Critical
67,VF,0.24,0.09,-40,1.61,Biphasic,360,Normal,Critical
55,Regular,0.16,0.16,-110,-1.8,Tall,440,Absent/Flutter,Critical
91,PACs/PVCs,0.19,0.08,-42,-1.59,Tall,442,Enlarged/Biphasic,Critical
53,AFib,0.28,0.12,8,-0.05,Flat,471,Absent/Flutter,Critical
55,PACs/PVCs,0.3,0.1,28,0.77,Flat,461,Normal,Critical
67,PACs/PVCs,0.17,0.08,102,-0.99,Tall,465,Enlarged/Biphasic,Critical
67,AFib,0.18,0.09,-56,-0.73,Deep Inverted,486,Absent/Flutter,Critical
40,Irregular,0.19,0.09,37,-1.39,Biphasic,422,Enlarged/Biphasic,Critical
79,Regular,0.11,0.13,24,1.01,Tall,359,Enlarged/Biphasic,Critical
128,Irregular,0.16,0.14,41,-1.78,Flat,455,Absent/Flutter,Critical
125,PACs/PVCs,0.28,0.09,140,0.45,Flat,348,Enlarged/Biphasic,Critical
90,AFib,0.25,0.14,-82,1.17,Biphasic,347,Enlarged/Biphasic,Critical
101,VF,0.23,0.16,-42,-0.38,Normal,423,Absent/Flutter,Critical
106,VF,0.29,0.15,-91,0.11,Tall,414,Normal,Critical
83,Regular,0.21,0.12,149,-1.64,Biphasic,394,Absent/Flutter,Critical
65,PACs/PVCs,0.23,0.12,-52,-1.42,Tall,410,Enlarged/Biphasic,Critical
87,VF,0.22,0.12,-27,-0.55,Mild Inverted,356,Absent/Flutter,Critical
107,VF,0.25,0.09,70,0.54,Tall,491,Absent/Flutter,Critical
100,Irregular,0.16,0.13,104,-1.03,Tall,468,Enlarged/Biphasic,Critical
48,AFib,0.22,0.09,105,-1.18,Mild Inverted,478,Enlarged/Biphasic,Critical
79,Regular,0.28,0.16,64,0.37,Tall,350,Normal,Critical
79,PACs/PVCs,0.12,0.15,37,-0.01,Biphasic,488,Absent/Flutter,Critical
121,VF,0.24,0.09,-109,-0.27,Biphasic,441,Normal,Critical
65,VF,0.26,0.09,112,-0.96,Biphasic,492,Absent/Flutter,Critical
46,PACs/PVCs,0.26,0.08,66,-0.88,Deep Inverted,489,Enlarged/Biphasic,Critical
124,Irregular,0.16,0.1,66,1.58,Mild Inverted,469,Enlarged/Biphasic,Critical
42,AFib,0.19,0.13,-19,1.89,Biphasic,367,Normal,Critical
77,VF,0.17,0.16,111,1.16,Mild Inverted,397,Absent/Flutter,Critical
88,Regular,0.13,0.15,51,0.62,Biphasic,358,Enlarged/Biphasic,Critical
125,Irregular,0.22,0.12,121,1.21,Mild Inverted,442,Enlarged/Biphasic,Critical
